Дата просмотра,Кол-во рекламы,Вид рекламы,Количество повторений
8,8,Вентиляторы Ballu,13
6,60,Гироскутеры Hoverbot,11
6,12,Ноутбуки Xiaomi,9
7,17,Вентиляторы Ballu,8
7,10,Кондиционеры Haier,9
6,7,Микроволновые печи Midea,6
6,20,Сумк,8
8,48,Холодильники Бирюса,11
8,14,Купальник,7
6,49,Планшеты Xiaomi,9
8,55,Наушники Xiaomi,7
8,96,Кондиционеры Hisense,10
6,10,Наручные часы Apple,12
7,93,Смартфоны Samsung,6
8,43,Велосипеды STELS,12
6,77,Ролик,6
6,12,Компьютерные кресл,15
6,54,Велосипеды Forward,10
6,73,Сумк,10
7,47,Наушники Xiaomi,7
8,55,Палатки Talberg,9
8,85,Планшеты Samsung,10
6,74,Ноутбуки Apple,14
8,68,Концерт,10
6,77,Вентиляторы Scarlett,9
7,35,Смартфоны Apple,12
6,95,Планшеты Lenovo,7
8,102,Велосипеды Novatrack,5
8,5,Гироскутеры Zaxboard,9
8,84,Планшеты Apple,12
7,67,Умные часы и браслеты Xiaomi,10
6,52,Ноутбуки Samsung:HP,7
6,76,Вентиляторы Equation,8
6,24,Холодильники Atlant,12
6,88,Наушники Apple,6
6,84,Ноутбуки Apple,14
6,29,Компьютерные кресл,7
7,78,Планшеты Apple,12
7,85,Вентиляторы Ballu,9
8,15,Велосипеды Stark,13
7,93,Вентиляторы Scarlett,11
6,62,Наручные часы Jacques Lemans,10
7,55,Кондиционеры Ballu,10
7,74,Планшеты Apple,10
7,40,Велосипеды STELS,11
8,20,Наручные часы Jacques Lemans,12
7,64,Холодильники Samsung,13
8,76,Смартфоны Huawei,7
6,98,Парфюмерия Fragrance World,11
7,57,Экскурс,12
7,49,Кондиционеры Haier,12
6,86,Ноутбуки Xiaomi,11
6,52,Микроволновые печи Gorenje,13
6,47,Телевизоры Xiaomi,9
6,33,Ролик,7
6,46,Гироскутеры MiniPro,11
7,6,Планшеты Xiaomi,7
8,27,Кофеварки и кофемашины Bosch,9
6,0,Парфюмерия SHAIK,5
7,25,Умные часы и браслеты Samsung,10
6,59,Кофеварки и кофемашины Bosch,12
8,24,Наушники Apple,8
6,96,Экскурс,12
8,95,Микроволновые печи Midea,14
6,89,Кондиционеры Hisense,7
7,11,Ноутбуки Samsung:HP,10
6,51,Кондиционеры ROYAL Clima,12
8,94,Умные часы и браслеты Apple,6
7,69,Планшеты Samsung,8
6,3,Сериал,7
6,61,Кондиционеры Haier,16
6,44,Путешестви,9
7,35,Телевизоры Samsung,11
8,3,Наручные часы Apple,10
7,51,Холодильники Beko,8
7,87,Купальник,6
7,56,Экскурс,11
6,94,Умные часы и браслеты Xiaomi,11
7,82,Газонокосилки Champion,7
6,83,Чемодан,9
8,72,Вентиляторы Ballu,10
7,69,Газонокосилки Ресанта,11
7,74,Телевизоры LG,12
8,35,Палатки Tplus,8
8,54,Ноутбуки Asus,9
7,23,Микроволновые печи Gorenje,10
8,59,Холодильники Бирюса,9
6,12,Велосипеды STELS,10
8,79,Кофеварки и кофемашины DeLonghi,9
7,3,Наручные часы Apple,13
8,58,Вентиляторы Centek,9
6,40,Микроволновые печи Maunfeld,10
8,88,Смартфоны Samsung,9
7,18,Микроволновые печи Bosch,10
8,10,Микроволновые печи Maunfeld,12
8,88,Наушники JBL,13
8,62,Кофеварки и кофемашины Bosch,14
6,17,Планшеты Xiaomi,15
6,8,Велосипеды Stark,10
7,45,Умные часы и браслеты Samsung,11
7,91,Концерт,7
8,43,Компьютерные кресл,7
8,57,Умные часы и браслеты Apple,11
8,101,Гироскутеры GT,7
6,38,Парфюмерия Giorgio Armani,14
6,52,Кондиционеры Hisense,11
7,62,Наручные часы Traser,12
8,23,Вентиляторы Equation,10
6,98,Чемодан,11
7,30,Кондиционеры Hisense,13
7,95,Кондиционеры ROYAL Clima,14
8,0,Палатки Talberg,6
6,13,Сериал,8
7,75,Кофеварки и кофемашины TEENRA,9
7,68,Надувные бассейн,10
8,56,Умные часы и браслеты Samsung,9
7,98,Умные часы и браслеты Apple,5
8,91,Парфюмерия Fragrance World,16
8,50,Вентиляторы Centek,12
7,85,Холодильники Бирюса,9
6,30,Смартфоны Huawei,14
7,48,Кофеварки и кофемашины Bosch,7
6,95,Парфюмерия Giorgio Armani,14
7,11,Холодильники Atlant,6
6,94,Компьютерные кресл,10
7,46,Палатки Alexika,6
7,32,Кин,12
6,104,Путешестви,5
8,66,Наручные часы Traser,11
6,49,Ноутбуки Xiaomi,13
7,13,Вентиляторы Centek,9
6,19,Вентиляторы Equation,7
8,96,Купальник,9
6,54,Телевизоры LG,6
7,60,Кондиционеры Hisense,5
6,69,Велосипеды STELS,9
6,12,Кондиционеры Electrolux,10
8,85,Кофеварки и кофемашины Bosch,11
6,40,Экскурс,9
6,62,Надувные бассейн,8
7,73,Холодильники Atlant,6
8,92,Парфюмерия Killian,14
8,26,Микроволновые печи Maunfeld,11
8,90,Вентиляторы Equation,9
6,97,Велосипеды STELS,8
7,44,Наушники JBL,8
7,54,Ноутбуки Lenovo,10
7,52,Парфюмерия Giorgio Armani,6
7,91,Умные часы и браслеты Apple,13
6,72,Ноутбуки Huawei,10
8,19,Палатки BTrace,10
8,59,Велосипеды Stinger,10
6,16,Парфюмерия SHAIK,8
7,63,Кондиционеры Ballu,9
6,72,Гироскутеры Zaxboard,7
7,15,Палатки BTrace,12
6,100,Газонокосилки PATRIOT,5
8,32,Наручные часы Traser,13
6,39,Кофеварки и кофемашины Bosch,9
7,6,Кофеварки и кофемашины Bosch,11
7,41,Наручные часы Xiaomi,9
6,49,Газонокосилки PATRIOT,7
6,79,Кондиционеры ROYAL Clima,16
8,69,Вентиляторы Equation,11
8,24,Компьютерные кресл,12
7,60,Велосипеды Forward,9
6,29,Ноутбуки Huawei,12
7,17,Смартфоны Samsung,10
7,94,Холодильники Бирюса,12
8,36,Смартфоны Apple,11
6,7,Микроволновые печи Maunfeld,10
7,55,Планшеты Apple,6
8,27,Газонокосилки Зубр,10
8,50,Кондиционеры Electrolux,5
7,90,Телевизоры Xiaomi,10
8,21,Холодильники Бирюса,11
7,79,Палатки Tplus,10
8,11,Холодильники Бирюса,8
7,18,Палатки Tplus,11
6,59,Ноутбуки Samsung:HP,11
7,83,Микроволновые печи Maunfeld,7
6,22,Ноутбуки Acer,11
7,22,Планшеты BQ,7
6,40,Планшеты BQ,9
6,66,Ноутбуки Acer,9
7,39,Кондиционеры ROYAL Clima,9
8,5,Наручные часы Traser,10
7,42,Концерт,12
6,33,Ноутбуки Huawei,12
7,70,Наручные часы Apple,11
7,15,Велосипеды Stinger,10
8,58,Кондиционеры Hisense,11
8,75,Наушники JBL,16
8,42,Кофеварки и кофемашины DeLonghi,15
7,73,Палатки High Peak,11
7,60,Ноутбуки Acer,10
8,79,Ноутбуки Samsung:HP,14
8,30,Смартфоны Samsung,10
7,61,Планшеты Huawei,14
6,85,Гироскутеры GT,11
8,39,Ноутбуки Asus,8
6,56,Компьютерные кресл,11
8,29,Ноутбуки Huawei,14
6,36,Концерт,6
7,96,Вентиляторы Centek,5
6,56,Наушники JBL,16
8,66,Ноутбуки Lenovo,7
6,84,Гироскутеры GT,12
8,46,Смартфоны Xiaomi,10
8,51,Газонокосилки Зубр,7
7,63,Смартфоны Apple,11
8,59,Гироскутеры Hoverbot,8
7,40,Гироскутеры GT,12
7,23,Вентиляторы Scarlett,9
7,85,Смартфоны One Plus,10
7,84,Вентиляторы Centek,11
7,49,Планшеты BQ,13
8,73,Сериал,19
7,16,Ноутбуки Huawei,14
8,68,Парфюмерия Killian,9
6,97,Палатки BTrace,8
8,40,Газонокосилки Champion,7
8,-1,Планшеты BQ,7
8,56,Холодильники Бирюса,7
8,66,Холодильники Beko,10
6,78,Велосипеды Forward,9
6,65,Наручные часы Apple,6
7,48,Ноутбуки Samsung:HP,12
7,90,Велосипеды STELS,14
7,92,Телевизоры Xiaomi,5
7,26,Экскурс,15
7,36,Холодильники Бирюса,16
7,15,Велосипеды Forward,14
8,34,Телевизоры LG,7
7,35,Кин,9
7,67,Гироскутеры GT,9
8,18,Наушники Beats,11
7,60,Сумк,12
7,9,Умные часы и браслеты Xiaomi,5
7,23,Палатки Tplus,10
7,1,Наручные часы Casio,5
6,19,Кофеварки и кофемашины TEENRA,11
6,0,Смартфоны Samsung,7
6,90,Наушники Beats,8
6,69,Кондиционеры Electrolux,8
7,6,Телевизоры Samsung,10
8,57,Микроволновые печи Midea,8
8,61,Ноутбуки Acer,9
8,15,Холодильники Nordfrost,8
7,86,Кофеварки и кофемашины TEENRA,13
6,99,Телевизоры LG,7
8,27,Газонокосилки Ресанта,11
8,89,Ноутбуки Asus,13
6,89,Сериал,9
6,15,Кин,12
6,50,Кофеварки и кофемашины TEENRA,9
8,19,Вентиляторы Ballu,9
7,37,Ноутбуки Asus,13
8,13,Велосипеды STELS,10
7,95,Парфюмерия SHAIK,9
8,37,Планшеты Apple,11
7,9,Купальник,9
7,26,Ноутбуки Xiaomi,6
6,25,Газонокосилки PATRIOT,13
6,3,Палатки Talberg,9
8,47,Ноутбуки Xiaomi,7
7,83,Планшеты BQ,9
6,18,Смартфоны Apple,8
7,52,Гироскутеры GT,10
7,-1,Вентиляторы Equation,7
8,92,Путешестви,8
8,60,Гироскутеры GT,11
8,39,Палатки Talberg,12
8,2,Микроволновые печи Maunfeld,11
7,8,Парфюмерия Giorgio Armani,6
8,94,Кондиционеры Ballu,13
7,44,Велосипеды Novatrack,11
8,25,Велосипеды Forward,7
8,83,Смартфоны One Plus,10
7,33,Ноутбуки Xiaomi,10
8,76,Вентиляторы Ballu,11
8,4,Палатки High Peak,13
6,62,Смартфоны Samsung,8
8,46,Вентиляторы Centek,17
7,68,Газонокосилки Ресанта,11
7,99,Ноутбуки Lenovo,6
8,81,Велосипеды Novatrack,11
7,60,Путешестви,13
7,54,Наручные часы Jacques Lemans,10
8,17,Телевизоры Xiaomi,15
8,1,Велосипеды STELS,10
7,62,Вентиляторы Ballu,7
7,34,Кондиционеры Hisense,6
8,42,Ноутбуки Huawei,9
6,87,Микроволновые печи Bosch,15
8,35,Велосипеды Forward,6
8,36,Холодильники LG,14
6,23,Кондиционеры Hisense,10
7,11,Планшеты Samsung,11
8,50,Холодильники Atlant,12
6,64,Планшеты Lenovo,10
8,28,Гироскутеры Hoverbot,10
8,94,Кин,7
6,58,Холодильники Beko,8
8,60,Гироскутеры Hoverbot,12
8,31,Гироскутеры Zaxboard,14
8,67,Микроволновые печи Gorenje,10
7,40,Холодильники Beko,14
8,2,Газонокосилки Champion,6
7,62,Палатки Alexika,7
6,16,Телевизоры LG,8
8,20,Палатки BTrace,14
6,53,Ноутбуки Xiaomi,10
6,12,Чемодан,10
7,28,Планшеты BQ,10
7,75,Смартфоны Huawei,7
7,82,Газонокосилки Huter,10
8,59,Планшеты Huawei,5
6,51,Планшеты Xiaomi,9
8,65,Палатки Talberg,12
7,52,Умные часы и браслеты Xiaomi,10
8,95,Парфюмерия Fragrance World,11
8,49,Ноутбуки Apple,8
8,93,Смартфоны Samsung,8
6,74,Велосипеды Stinger,5
8,9,Газонокосилки Huter,7
7,5,Микроволновые печи Gorenje,11
8,75,Ноутбуки Xiaomi,8
7,22,Телевизоры LG,10
7,34,Ролик,6
7,79,Гироскутеры Hoverbot,7
7,76,Наушники Beats,14
7,27,Холодильники Бирюса,12
7,27,Смартфоны One Plus,10
7,12,Палатки BTrace,10
7,65,Наушники Xiaomi,9
6,68,Компьютерные кресл,6
6,89,Надувные бассейн,11
8,49,Газонокосилки PATRIOT,12
6,89,Планшеты Lenovo,9
6,22,Ноутбуки Huawei,7
6,34,Экскурс,20
6,25,Микроволновые печи Gorenje,9
8,41,Купальник,14
7,82,Кондиционеры Hisense,9
8,83,Велосипеды Forward,8
8,82,Планшеты BQ,11
7,6,Газонокосилки Ресанта,12
8,35,Велосипеды STELS,10
6,39,Гироскутеры MiniPro,9
8,96,Холодильники Samsung,10
8,44,Ноутбуки Samsung:HP,11
8,62,Планшеты Samsung,15
7,72,Гироскутеры Hoverbot,10
8,26,Велосипеды Forward,12
6,30,Наручные часы Xiaomi,10
6,81,Кофеварки и кофемашины Bosch,6
6,0,Наушники Beats,8
8,48,Смартфоны One Plus,11
6,67,Кин,9
7,90,Кофеварки и кофемашины TEENRA,9
6,4,Холодильники Atlant,5
6,20,Планшеты Samsung,9
7,89,Парфюмерия Fragrance World,8
6,80,Умные часы и браслеты Apple,6
7,36,Газонокосилки Huter,9
7,53,Наручные часы Apple,10
6,10,Велосипеды Novatrack,9
8,59,Вентиляторы Centek,14
7,59,Микроволновые печи Midea,11
6,29,Смартфоны One Plus,11
7,45,Концерт,9
8,40,Путешестви,15
6,97,Путешестви,10
7,94,Компьютерные кресл,12
6,90,Вентиляторы Scarlett,14
7,67,Смартфоны Huawei,10
6,83,Кин,10
8,38,Газонокосилки PATRIOT,11
6,48,Палатки BTrace,8
6,49,Холодильники Samsung,11
7,21,Планшеты Xiaomi,9
8,52,Смартфоны One Plus,12
7,66,Велосипеды Forward,13
8,28,Велосипеды Novatrack,7
8,56,Газонокосилки Huter,11
6,40,Наушники Beats,6
8,37,Наушники Apple,11
6,2,Палатки Tplus,9
7,56,Смартфоны Xiaomi,14
7,82,Наушники Beats,13
6,87,Умные часы и браслеты Apple,10
7,-1,Газонокосилки Зубр,5
8,1,Чемодан,5
7,48,Умные часы и браслеты Xiaomi,9
6,44,Умные часы и браслеты Apple,8
6,10,Ноутбуки Lenovo,10
7,74,Наручные часы Apple,7
6,8,Микроволновые печи Maunfeld,11
6,30,Гироскутеры Zaxboard,14
8,78,Экскурс,8
8,31,Наушники Apple,10
